0;B3;2.10;0;2.1
0;B4;2.17;0;2.17
0;B5;2.12;0;2.12
watts;;288.92;;
amps;;22.01;;
0;B0;2.62;0;2.62
0;B1;2.62;0;2.62
0;B2;2.67;0;2.67
0;B3;2.63;0;2.63
0;B4;2.66;0;2.66
0;B5;2.62;0;2.62
watts;;291.02;;
amps;;2.12;;
0;B0;2.36;0;2.36
0;B1;2.34;0;2.34
0;B2;2.42;0;2.42
0;B3;2.33;0;2.33
0;B4;2.35;0;2.35
0;B5;2.34;0;2.34
watts;;292.88;;
amps;;14.84;;
0;B0;2.56;0;2.56
0;B1;2.56;0;2.56
0;B2;2.63;0;2.63
0;B3;2.59;0;2.59
0;B4;2.59;0;2.59
0;B5;2.59;0;2.59
watts;;300.20;;
amps;;0.00;;
0;B0;2.69;0;2.69
0;B1;2.71;0;2.71
0;B2;2.76;0;2.76
0;B3;2.71;0;2.71
0;B4;2.71;0;2.71
0;B5;2.72;0;2.72
watts;;300.40;;
amps;;0.00;;
0;B0;2.73;0;2.73
0;B1;2.74;0;2.74
0;B2;2.80;0;2.8
0;B3;2.74;0;2.74
0;B4;2.76;0;2.76
0;B5;2.73;0;2.73
watts;;300.55;;
amps;;0.00;;
0;B0;2.14;0;2.14
0;B1;2.14;0;2.14
0;B2;2.21;0;2.21
0;B3;2.08;0;2.08
0;B4;2.15;0;2.15
0;B5;2.16;0;2.16
watts;;301.92;;
amps;;28.06;;
0;B0;1.85;0;1.85
0;B1;1.79;0;1.79
0;B2;1.89;0;1.89
0;B3;1.75;0;1.75
0;B4;1.80;0;1.8
0;B5;1.77;0;1.77
watts;;305.72;;
amps;;36.17;;
0;B0;2.10;0;2.1
0;B1;2.07;0;2.07
0;B2;2.14;0;2.14
0;B3;2.03;0;2.03
0;B4;2.08;0;2.08
0;B5;2.04;0;2.04
watts;;308.06;;
amps;;26.34;;
0;B0;2.69;0;2.69
0;B1;2.69;0;2.69
0;B2;2.75;0;2.75
0;B3;2.70;0;2.7
0;B4;2.74;0;2.74
0;B5;2.69;0;2.69
watts;;309.50;;
amps;;0.00;;
0;B0;2.07;0;2.07
0;B1;2.03;0;2.03
0;B2;2.12;0;2.12
0;B3;2.01;0;2.01
0;B4;2.06;0;2.06
0;B5;2.04;0;2.04
watts;;313.76;;
amps;;26.62;;
0;B0;2.23;0;2.23
0;B1;2.20;0;2.2
0;B2;2.31;0;2.31
0;B3;2.19;0;2.19
0;B4;2.23;0;2.23
0;B5;2.19;0;2.19
watts;;317.00;;
amps;;18.40;;
0;B0;2.24;0;2.24
0;B1;2.28;0;2.28
0;B2;2.34;0;2.34
0;B3;2.26;0;2.26
0;B4;2.28;0;2.28
0;B5;2.22;0;2.22
watts;;319.91;;
amps;;18.18;;
0;B0;2.13;0;2.13
0;B1;2.08;0;2.08
0;B2;2.16;0;2.16
0;B3;2.06;0;2.06
0;B4;2.10;0;2.1
0;B5;2.07;0;2.07
watts;;322.41;;
amps;;22.51;;
0;B0;2.20;0;2.2
0;B1;2.16;0;2.16
0;B2;2.24;0;2.24
0;B3;2.14;0;2.14
0;B4;2.19;0;2.19
0;B5;2.16;0;2.16
watts;;324.90;;
amps;;19.90;;
0;B0;2.66;0;2.66
0;B1;2.66;0;2.66
0;B2;2.73;0;2.73
0;B3;2.67;0;2.67
0;B4;2.69;0;2.69
0;B5;2.66;0;2.66
watts;;326.85;;
amps;;0.00;;
0;B0;2.06;0;2.06
0;B1;2.01;0;2.01
0;B2;2.10;0;2.1
0;B3;1.98;0;1.98
0;B4;2.03;0;2.03
0;B5;2.01;0;2.01
watts;;328.81;;
amps;;25.17;;
0;B0;2.60;0;2.6
0;B1;2.62;0;2.62
0;B2;2.66;0;2.66
0;B3;2.63;0;2.63
0;B4;2.63;0;2.63
0;B5;2.60;0;2.6
watts;;332.08;;
amps;;1.62;;
0;B0;2.23;0;2.23
0;B1;2.18;0;2.18
0;B2;2.28;0;2.28
0;B3;2.18;0;2.18
0;B4;2.21;0;2.21
0;B5;2.19;0;2.19
watts;;335.33;;
amps;;19.12;;
0;B0;2.19;0;2.19
0;B1;2.16;0;2.16
0;B2;2.26;0;2.26
0;B3;2.14;0;2.14
0;B4;2.18;0;2.18
0;B5;2.15;0;2.15
watts;;338.38;;
amps;;20.12;;
0;B0;2.18;0;2.18
0;B1;2.16;0;2.16
0;B2;2.24;0;2.24
0;B3;2.13;0;2.13
0;B4;2.18;0;2.18
0;B5;2.15;0;2.15
watts;;341.42;;
amps;;19.12;;
0;B0;2.02;0;2.02
0;B1;1.97;0;1.97
0;B2;2.08;0;2.08
0;B3;1.96;0;1.96
0;B4;2.00;0;2
0;B5;1.98;0;1.98
watts;;345.66;;
amps;;25.73;;
0;B0;2.64;0;2.64
0;B1;2.64;0;2.64
0;B2;2.70;0;2.7
0;B3;2.65;0;2.65
0;B4;2.68;0;2.68
0;B5;2.64;0;2.64
watts;;350.41;;
amps;;0.00;;
0;B0;1.89;0;1.89
0;B1;1.83;0;1.83
0;B2;1.95;0;1.95
0;B3;1.83;0;1.83
0;B4;1.86;0;1.86
0;B5;1.86;0;1.86
watts;;354.20;;
amps;;33.51;;
0;B0;2.66;0;2.66
0;B1;2.66;0;2.66
0;B2;2.72;0;2.72
0;B3;2.66;0;2.66
0;B4;2.69;0;2.69
0;B5;2.65;0;2.65
watts;;35.00;;
amps;;0.00;;
0;B0;1.92;0;1.92
0;B1;1.87;0;1.87
0;B2;1.96;0;1.96
0;B3;1.85;0;1.85
0;B4;1.88;0;1.88
0;B5;1.91;0;1.91
watts;;359.90;;
amps;;32.95;;
0;B0;1.85;0;1.85
0;B1;1.78;0;1.78
0;B2;1.87;0;1.87
0;B3;1.77;0;1.77
0;B4;1.84;0;1.84
0;B5;1.77;0;1.77
watts;;363.97;;
amps;;34.45;;
0;B0;1.94;0;1.94
0;B1;1.88;0;1.88
0;B2;2.02;0;2.02
0;B3;1.86;0;1.86
0;B4;1.93;0;1.93
0;B5;1.95;0;1.95
watts;;368.44;;
amps;;30.56;;
0;B0;2.17;0;2.17
0;B1;2.13;0;2.13
0;B2;2.22;0;2.22
0;B3;2.12;0;2.12
0;B4;2.17;0;2.17
0;B5;2.14;0;2.14
watts;;372.51;;
amps;;18.84;;
0;B0;2.18;0;2.18
0;B1;2.15;0;2.15
0;B2;2.23;0;2.23
0;B3;2.14;0;2.14
0;B4;2.17;0;2.17
0;B5;2.15;0;2.15
watts;;375.41;;
amps;;18.12;;
0;B0;2.39;0;2.39
0;B1;2.38;0;2.38
0;B2;2.46;0;2.46
0;B3;2.38;0;2.38
0;B4;2.41;0;2.41
0;B5;2.45;0;2.45
watts;;378.65;;
amps;;8.57;;
0;B0;2.66;0;2.66
0;B1;2.68;0;2.68
0;B2;2.71;0;2.71
0;B3;2.67;0;2.67
0;B4;2.69;0;2.69
0;B5;2.65;0;2.65
watts;;378.96;;
amps;;0.00;;
0;B0;2.67;0;2.67
0;B1;2.68;0;2.68
0;B2;2.73;0;2.73
0;B3;2.67;0;2.67
0;B4;2.72;0;2.72
0;B5;2.66;0;2.66
watts;;378.98;;
amps;;1.79;;
0;B0;2.16;0;2.16
0;B1;2.12;0;2.12
0;B2;2.20;0;2.2
0;B3;2.09;0;2.09
0;B4;2.14;0;2.14
0;B5;2.11;0;2.11
watts;;381.84;;
amps;;24.45;;
0;B0;2.57;0;2.57
0;B1;2.56;0;2.56
0;B2;2.63;0;2.63
0;B3;2.58;0;2.58
0;B4;2.65;0;2.65
0;B5;2.57;0;2.57
watts;;387.78;;
amps;;1.51;;
0;B0;2.56;0;2.56
0;B1;2.58;0;2.58
0;B2;2.64;0;2.64
0;B3;2.57;0;2.57
0;B4;2.61;0;2.61
0;B5;2.56;0;2.56
watts;;388.08;;
amps;;5.68;;
0;B0;2.44;0;2.44
0;B1;2.42;0;2.42
0;B2;2.50;0;2.5
0;B3;2.39;0;2.39
0;B4;2.44;0;2.44
0;B5;2.41;0;2.41
watts;;389.14;;
amps;;12.23;;
0;B0;2.26;0;2.26
0;B1;2.21;0;2.21
0;B2;2.30;0;2.3
0;B3;2.21;0;2.21
0;B4;2.25;0;2.25
0;B5;2.22;0;2.22
watts;;391.10;;
amps;;18.84;;
0;B0;2.63;0;2.63
0;B1;2.63;0;2.63
0;B2;2.68;0;2.68
0;B3;2.62;0;2.62
0;B4;2.68;0;2.68
0;B5;2.61;0;2.61
watts;;391.90;;
amps;;4.01;;
0;B0;2.72;0;2.72
0;B1;2.73;0;2.73
0;B2;2.80;0;2.8
0;B3;2.73;0;2.73
0;B4;2.77;0;2.77
0;B5;2.71;0;2.71
watts;;392.06;;
amps;;0.00;;
0;B0;2.58;0;2.58
0;B1;2.57;0;2.57
0;B2;2.63;0;2.63
0;B3;2.62;0;2.62
0;B4;2.64;0;2.64
0;B5;2.64;0;2.64
watts;;397.50;;
amps;;1.40;;
0;B0;2.76;0;2.76
0;B1;2.77;0;2.77
0;B2;2.82;0;2.82
0;B3;2.77;0;2.77
0;B4;2.81;0;2.81
0;B5;2.73;0;2.73
watts;;398.00;;
amps;;1.01;;
0;B0;2.72;0;2.72
0;B1;2.72;0;2.72
0;B2;2.79;0;2.79
0;B3;2.71;0;2.71
0;B4;2.75;0;2.75
0;B5;2.68;0;2.68
watts;;400.23;;
amps;;1.12;;
